inmobiliaria,precio canon,administracion,zona,ciudad,habitaciones,baños,metros_cuadrados,descripcion
,1300000.0,0.0,,Bogotá,1,1,32.0,"Apartaestudio En Arriendo En Teusaquillo, Bogotá Apartaestudio con excelente iluminación y ventilación, con habitación y sala-comedor en ambientes separados. Tercer piso, exterior. Totalmente independiente. Piso en cerámica de fácil limpieza. Ducha eléctrica y estufa a gas. Sin garaje. El canon de arrendamiento incluye servicios de agua, luz y gas para una sola persona. Valor del canon de arrendamiento: $ 1,300,000. Información en los teléfonos: *** - ***."
,1700000.0,0.0,,Bogotá,1,1,28.0,"Apartaestudio En Arriendo En La Veracruz, Bogotá Torre Nexus. está cerca a Biblioteca Luis Ángel Arango y Cinemateca Distrital. Podrás disfrutar de museos, restaurantes, universidades, centros culturales, importantes vías de acceso y una amplia oferta de transporte público.c6c6c"
,3800000.0,482600.0,Zona centro,Bogotá,1,2,54.0,"Apartamento En Arriendo En Centro Internacional, Bogotá Hermoso y espacioso aparta estudio en un piso 18, en el barrio de San Martin. Cuenta con amplios ventanales que brindan luz natural y una impresionante vista a los cerros orientales. Cuenta con una moderna cocina con horno y una amplia encimera como espacio para comedor, zona de lavadero, un baño completo y un baño social. el aparta estudio está convenientemente ubicado en el mismo piso que la terraza en la azotea del edificio, equipada con dos áreas de barbacoa y toldos que permiten disfrutar de comidas al aire libre durante todo el año. En el piso 25 se encuentran la piscina cubierta, el jacuzzi, el sauna y el gimnasio. Todos los espacios ofrecen impresionantes vistas de la ciudad y se encuentran a solo unos pasos del departamento. El Edificio cuenta con recepción 24/7, seguridad permanente en el lugar y servicio de conserjería en áreas comunes los 7 días de la semana. La ubicación del edificio es perfecta para quienes trabajan en el Centro Internacional o quienes buscan aprovechar la proximidad a La Macarena, Chapinero, La Candelaria etc. En la zona encontrarás centros comerciales, bancos, gimnasios y restaurantes a una cuadra de distancia. Beautiful 18th floor spacious studio located at Edificio Equilibrium in the San Martin Neighborhood. The apartment is equipped with floor to ceiling windows that give the space plenty of natural light and a breathtaking view of the Andes mountains. The unit offers a modern kitchen with oven and 4 burner electric stove, large counter space with plenty of room for dining, 1.5 bathrooms as well as laundry closet with wash sink. The apartment is conveniently located on the same floor as the buildings roof top terrace which has been fitted with two bbq areas as well as rain/sun awnings which allow for outdoor dining year around. Located on the 25th floor you will find the indoor swimming pool, jacuzzi, sauna and gym area. All have amazing views of the city and are located just steps away from the apartment. Edificio Equilibrium has 24/7 front desk service and full time on site security as well as a janitorial service in common areas 7 days a week. The buildings location is perfect for those working in Centro Internacional or those looking to take advantage of the close proximity to La Macarena, Chapinero, La Candelaria etc. Below the building on the next block over you will also find Centro Commercial San Martin with plenty of grocery stores, banks, gyms and restaurants within a blocks distance."
,2100000.0,0.0,Zona centro,Bogotá,1,2,33.4,"Apartamento En Arriendo En San Martin, Bogotá Hermosa vista panorámica, bien iluminado, el edificio tiene gimnasio, teatrino, salón social, terraza, zona de lavandería. Bien ubicado cerca a universidades, comercio"
,1500000.0,0.0,,Bogotá,1,1,24.0,"Apartaestudio En Arriendo En Bogotá Se arrienda apartaestudio, sin amboblar. Ubicado cerca de las estaciones de transmilenio de las aguas y universidades. Perfecto para estudiantes, puesto que queda cerca de las diferentes univiersidades del centro de Bogotá, o para 1 máximo 2 personas que trabajen cerca del centro. muy bien ubicado."
,1400000.0,0.0,,Bogotá,1,1,30.0,"Apartaestudio En Arriendo En Samper Mendoza, Bogotá ¡EL MEJOR SPOT DE BOGOTÁ A ESTRENAR, FRENTE A LA CLÍNICA MEDERI, PUEDE SER TU PRÓXIMO HOGAR! ✨ Olvídate de los trancones y vive a minutos de tu lugar de estudio o trabajo!!  ¿POR QUÉ TE VA A ENCANTAR? ✨️ UBICACIÓN INMEJORABLE ?: Entre carrera 30 y calle 34, a pasos la estación Concejo de Bogotá ?. ✨️DISEÑO TOP: Apartaestudio de 30m² con luz natural increíble, cocina integral, acabados modernos, puerta de alta seguridad Closet grande de piso a techo, baño con división de vidrio, persianas premium incluidas y una panorámica espectacular desde el piso 10. ✨️ ALTA SEGURIDAD: Vigilancia 24/7 tecnología de acceso de última generación. ✨️CLUB HOUSE: Gym, piscina y salón para mantenerte en forma y celebrar tus fechas especiales sin abandonar la tranquilidad de tu casa y optimizando tu tiempo y recursos ✨️PRECIO DE LOCURA: $1.500.000 (Incluye Admón) ¿Y lo mejor de todo? ✨️ Trato con Dueño directo, sin intermediarios. ¡Escríbeme mensaje y ven a conocer tu próximo hogar, no dejes que se te escape!! WhatsApp:***"
,530000.0,0.0,,Bogotá,0,1,5.0,
,2500000.0,0.0,Zona centro,Bogotá,3,2,65.0,"Apartamento En Arriendo En San Victorino, Bogotá En arriendo, espectacular apartamento en zona de renovación urbana piso 21, con excelente vista, 3 habitaciones (todas con closet), 2 baños, cocina integral (con horno), zona de ropas independiente, acabados modernos, puerta de seguridad y balcón con vista panorámica. Acabados: Iluminación LED, pisos modernos y buena iluminación natural por su ubicación. Cuenta con parqueadero propio y bodega. Administración incluida en el canon de arrendamiento. Zonas Comunes: Recreación: Piscina climatizada para adultos y niños, cancha de squash, cancha de microfútbol, muro de tenis y gimnasio con salón de spinning. Lobby tipo hotel, salón social, sala de cine, salón de videojuegos, salón infantil, terraza panorámica, sauna, turco, jacuzzi y sendero de trote. Seguridad: Vigilancia 24/7 y planta eléctrica. Ubicación estratégica cerca a la estación de Transmilenio de la Sabana y zonas comerciales del centro de la ciudad. Disponible a partir del 5 de abril de 2026."
,1700000.0,0.0,Zona centro,Bogotá,1,1,23.0,"Apartamento En Arriendo En Las Nieves, Bogotá Vive en el corazón cultural y académico de Bogotá en este moderno apartamento ubicado a pocos pasos de la Universidad de los Andes y muy cerca de la estación de TransMilenio Universidades, lo que garantiza una conectividad excelente con toda la ciudad. El inmueble se encuentra en un edificio moderno que ofrece zonas comunes pensadas para el bienestar y la comodidad, como áreas sociales, espacios de trabajo y zonas de descanso, ideales para estudiantes, profesionales o personas que valoran un estilo de vida urbano y dinámico. Para tu facilidad y en caso de que necesites realizar un pago de 6 meses por adelantado, te daremos el 5% de descuento al momento de tu transferencia."
,4000000.0,0.0,Zona centro,Bogotá,2,2,62.0,"Apartamento En Arriendo En Centro Internacional, Bogotá Estrena maravilloso apto! 2 hab con baño privado y clóset Parqueadero Zona de lavado y secado independiente Acceso a todas las zonas sociales del edificio Excelentes vías de acceso (cerca al metro y trasmilenio)"
,1800000.0,0.0,,Bogotá,1,1,42.0,"Apartaestudio En Arriendo En La Veracruz, Bogotá Apartaestudio ubicado en BD Bacata, piso 12, de 39 m completamente amoblado lavadora secadora electrodomésticos habitación independiente sala comedor y balcon con hermosa vista al oriente. Opción de parqueadero cubierto."
,1200000.0,0.0,,Bogotá,1,1,42.0,"Apartaestudio En Arriendo En Bogotá, D.C., Bogotá Hermoso aparta estudio, con portería, servicio de citofono, ascensor, cuarto piso vista interior, cocina semi integral tipo americano con barra, estufa a gas con horno, baño con ducha eléctrica, cuarto de lavado, sala amplia con ventana piso - techo que permite una excelente iluminación, alcoba con clóset. Excelente ubicación con buen acceso de transporte. Administración incluida CONTACTO AL ***"
,1680000.0,0.0,Zona centro,Bogotá,3,2,63.0,"Apartamento En Arriendo En San Jose, Bogotá Bonito apto; consta de 3 habitaciones con closet, principal con baño privado, sala- comedor baño social, cocina integral, calentador a gas, citofono, servicios independientes, cerca uninariño, transporte transmilenio, olaya- restrepo, calle 27 sur, avenida primiro de mayo."
,2200000.0,0.0,Zona centro,Bogotá,1,1,32.0,"Apartamento En Arriendo En Las Nieves, Bogotá Hermoso y agradable aparta-estudio de 31m2 en noveno piso, con excelente vista hacia los cerros orientales y hacia el occidente de la ciudad. Dos ambientes: área de ropas independiente, baño y closet, separada de área de amplia habitación con zona de estar y cocina abierta con barra americana. Estufa de 2 puestos, horno y calentador de energía. Muebles de cocina espaciosos. Muy Iluminado y con buena ventilación. Incluye cortinas blackout. Cuenta con excelente parqueadero y depósito. El edificio se ubica en la zona céntrica de la ciudad, frente a la Biblioteca Nacional, con portería 24 horas, espacios comunes muy agradables, bicicletero, buenos accesos, cerca de centros culturales y a las universidades Santo Tomás, Tadeo Lozano, Central, Andes, Rosario y Externado, etc. El canon incluye administración. Alquiler por medio de central de arrendamiento. Inf: Tres 14 seis cinco ocho siete 8 cinco seis."
,2900000.0,0.0,Zona centro,Bogotá,1,2,54.23,"Apartamento En Arriendo En La Capuchina, Bogotá partamento ubicado en el emblemático Edificio Continental, remodelado con una habitación separada, dos baños, cuarto de aseo y con todos los servicios de vigilancia, zona de lavandería, gimnasio, dos ascensores, parqueadero privado. Amoblado, con television e internet. Cerca a universidades, restaurantes y zona colonial del centro de Bogotá"
,1900000.0,0.0,,Bogotá,1,1,28.0,"Apartaestudio En Arriendo En Las Nieves, Bogotá Se arrienda apartaestudio acogedor, totalmente amoblado, ideal para estudiantes o profesionales. Cuenta con cocina integral, baño completo, cama, calentador y nevera, ofreciendo un espacio funcional y listo para habitar. Está ubicado en un sector estratégico del centro de Bogotá, con excelente acceso a transporte público, a pocos pasos de dos estaciones de TransMilenio. Su localización es ideal por la cercanía a reconocidas universidades como Los Andes, El Rosario, La Tadeo, La Central, El Externado y la Distrital, así como a múltiples espacios culturales, comerciales y emblemáticos del centro histórico de la ciudad. El edificio dispone de zonas comunes que brindan comodidad y bienestar, como áreas de estudio, gimnasio, zona de lavandería y una terraza con vista panorámica 360 grados. Una excelente opción para quienes buscan vivir en una ubicación central, bien conectada y con todas las comodidades."
,1350000.0,0.0,,Bogotá,1,1,27.0,"Apartaestudio En Arriendo En Las Nieves, Bogotá Se arrienda apartaestudio consta de 27mt2, habitacion, baño, cocina integral a gas, espacio de lavaderia, vista panoramica, parqueadero comunal asignado. Edificio cuenta con coworking, 4 terrazas con bbq, gimnasio, lavanderia comunal, salon de yoga, salon de juegos, salon social. a unos pasos de la estación de Transmilenio Universidades, conectado a vías estratégicas como la calle 26, la Av. circunvalar, calle 19 y próximo a la avenida caracas y la carrera 10. Contacto WhatsApp : *** Llamada : *** / ***"
,1400000.0,0.0,,Bogotá,1,1,22.0,"Apartaestudio En Arriendo En Pensilvania, Bogotá Apartamento tipo estudio para estrenar, Piso 24 con vista, Ubicación estratégica. Se arrienda moderno apartamento de 22 m², completamente nuevo, con excelente iluminación natural y vista panorámica de la ciudad. Cuenta con alcoba, baño moderno con acabados de alta calidad, cocina integral, zona de comedor y zona de lavandería, todo con diseño funcional y acabados premium. Espacio cómodo, bien distribuido y listo para habitar. Ubicado en una zona privilegiada con TransMilenio al lado, cerca de centros comerciales, a pocos minutos del Centro Comercial Mallplaza NQS (IKEA), cerca de juzgados, SENA y con fácil acceso a universidades del centro. Ideal para una persona o pareja que busque comodidad, conectividad y excelente ubicación."
,2100000.0,0.0,Zona centro,Bogotá,2,2,58.85,"Apartamento En Arriendo En La Macarena, Bogotá Vive en uno de los sectores más bohemios y culturales de Bogotá: La Macarena. Arriendo apartamento de 2 habitaciones ubicado en primer piso. La habitación principal cuenta con baño privado, mientras que el segundo baño se encuentra en el hall, al lado de la zona social. Cuenta con cocina integral con bonito mesón y zona de sala/comedor. El apartamento tiene 1 garaje. Ubicado en el sector estratégico de La Macarena, donde encontrarás fácil acceso a los mejores restaurantes de la ciudad, museos, bibliotecas, y todo tipo de ofertas culturales. El edificio cuenta con portería y tiene vigilancia 24/7. Además, el edificio cuenta con secadoras de ropa de uso comunal a un precio bastante accesible, lo que permite aprovechar aún más el espacio en el apartamento pues no necesita tendedero."
,600000.0,0.0,,Bogotá,0,0,12.0,
,3995000.0,0.0,Zona centro,Bogotá,3,2,82.0,"Apartamento En Arriendo En La Macarena, Bogotá Dupkex, Penthouse,esquinero, social con doble altura, estudio, chimenea,vista espectacular a las montañas y a la ciudad."
,3000000.0,0.0,,Bogotá,4,3,140.0,"Casa En Arriendo En Santa Isabel, Bogotá Casa para uso comercial, area de 140mts2, distribuida en dos niveles, cuenta con luz trifásica y monofásica, cuatro oficinas cerradas, tres baños, parqueadero, excelente ubicación cerca a cra 30, estación de TransMilenio y paraderos del SITP."
,1150000.0,0.0,,Bogotá,1,1,22.0,"Apartaestudio En Arriendo En El Liston, Bogotá Apartaestudio en un lugar céntrico de la ciudad, cerca a la carrera 30, con excelente vista e iluminación; cuenta con baño privado, closet, biblioteca y mueble para TV. el area de lavado es social, la cual queda en la misma torre en el primer piso."
,1800000.0,0.0,Zona centro,Bogotá,1,1,37.0,"Apartamento En Arriendo En La Candelaria, Bogotá Lindo apartamento de 36 m, ubicado estratégicamente en un sector histórico de la ciudad, con excelente distribución. Cuenta con una habitación abierta, sala-comedor, cocina abierta, baño y zona de ropas independiente, ofreciendo un espacio moderno, práctico y acogedor, ideal para vivir o invertir. Contáctanos para más información. SR ***"
,1665000.0,335000.0,Zona centro,Bogotá,1,1,29.0,"Apartamento En Arriendo En Las Nieves, Bogotá [ARR] ID HOUM: 166437 Entérate de todos los beneficios al arrendar con nosotros: • Asistencia e intermediación con el propietario • Firma tu contrato online • Arrienda sin burocracia, sin papeleos ni notarías Departamento en arriendo, ubicado en el barrio Alameda, con una superficie construida de 29.00 m² y superficie total de 29.00 m². Sus principales características son: • Amoblado • 1 dormitorio • 1 baño • No Admite mascotas • Año de construcción: 2024 • Cuarto de lavado Además, el inmueble cuenta con las siguientes amenidades: • Salón de eventos • Vigilancia 24 hrs • Ascensor • Zona de juegos • Gimnasio • Lavandería • Zona de asadores Si arriendas con nosotros, te brindamos asesoría personalizada durante todo el proceso. Requisitos para arrendar con nosotros: • Arrienda sin codeudor*, fácil, rápido y seguro • Demuestra un ingreso mensual neto de al menos 2.5 veces el valor del arriendo (los ingresos mensuales se pueden complementar por las personas que vivirán en este inmueble) • Completa tu información básica y mándanos tus extractos bancarios o documentos que demuestren tus ingresos • No debes tener reportes negativos en centrales de crédito IMPORTANTE: • Te invitamos a agendar una visita a esta propiedad • Si tienes alguna duda por favor puedes solicitar más información desde los portales como también contactarte directamente con nosotros Más"
,1835000.0,0.0,,Bogotá,1,1,24.0,"Apartaestudio En Arriendo En Las Aguas, Bogotá Este moderno aparta estudio tipo Lofts de 24.80 m², ubicado en el piso 11 del conjunto Torre Ventto (Cl. 18 con Cra. 3), destaca por su excelente iluminación natural, vista exterior y acabados en madera laminada. El diseño integra una cocina integral, baño completo y una práctica separación de ambientes mediante un clóset, todo dentro de un entorno tranquilo con acceso a coworking, salas de reunión y zonas de juegos. Su ubicación privilegiada en el corazón del centro de Bogotá ofrece cercanía inmediata a sitios de interés como la Universidad de los Andes, el Eje Ambiental, la Torre Colpatria, el Parque de los Periodistas y el Cerro de Monserrate, además de una variada oferta cultural y gastronómica. Es la opción ideal para quienes buscan funcionalidad, conectividad estratégica y un estilo de vida urbano de primer nivel en un solo lugar. ***"
,4400000.0,0.0,,Bogotá,1,2,55.0,"Apartaestudio En Arriendo En Centro Internacional, Bogotá Espectacular apartamento de 55 mtrs amoblado con acabados modernos, piso trece, cocina integral eléctrica digital, sala, comedor, calentador eléctrico, 1 habitación amplia con closet, 2 baños con ducha, zona de lavandería y un parqueadero incluye wifi, internet y agua; El edificio cuenta con vigilancia 24 hrs, ascensores, parqueadero de visitantes, club house, barbacoa business center, 6 espacios coworking, piscina, gym, club house, barbacoa business center, 6 espacios coworking y piscina apto iluminado, exterior y vista panorámica; excelente ubicación sector centro internacional; un lugar exclusivo y tranquilo rodeado de negocios y de los edificios más altos de la ciudad. Cerca de la sofisticada zona financiera, organizaciones gubernamentales, empresarial, hoteles de primera clase, universidades, clínicas, bancos y centros comerciales más elegantes de la ciudad. Fáciles vías de acceso, carrera 13, carrera 7, calle 32 y avenida caracas. Inf ***"
,2200000.0,0.0,,Bogotá,1,1,37.0,"Apartaestudio En Arriendo En Samper, Bogotá Descubre este moderno apartaestudio ubicado en un edificio sobre vía principal. Con 1 habitación, 1 baño y cocina integral tipo americano, ofrece un ambiente acogedor y funcional. Disfruta de su balcón con vista exterior y la iluminación natural que lo inunda. Además, cuenta con acceso para discapacitados, ascensor, gimnasio, vigilancia privada 24/7 y zonas comunes como salón de juegos y terrazas. Ideal para estrenar y disfrutar de una vida cómoda y segura. ¡No pierdas la oportunidad de vivir en este lugar único!. Para estrenar con administración incluida."
,4200000.0,0.0,,Bogotá,1,2,55.0,"Apartaestudio En Arriendo En Centro Internacional, Bogotá Arriendo Apartaestudio amablado en exclusivo sector en el centro de la ciudad, ubicacion privilegiada en zona residencial y comercial del centro Ideal para estudiantes, profesionales o personas que buscan vivir en un lugar estrategico, tranquilo y bien conectado. Caracteristicas del inmueble: Apartaestudio comodo y funcional excelente iluminacion natural, espacios bien distribuidos, Ideal para una persona o pareja a pocos pasos del Museo Nacional, Plaza de Toros y Parque Nacional, cerca de centros comerciales como San Martin. proximo a universidades, hospitales y entidades gubernamentales Vias de acceso como, Carrera 7, avenida El Dorado, avenida Caracas, avenida Circunvalar Amplias rutas de transporte publico Contactanos para mas informacion o para agendar una visita. Excelente oportunidad de vivir en el corazon de la ciudad!"
,15500000.0,1700000.0,Zona centro,Bogotá,2,3,179.0,"Apartamento En Arriendo En Antiguo Country, Bogotá Descubre este exclusivo apartamento de 179 metros cuadrados, ubicado en un conjunto cerrado con vigilancia privada 24/7. Con 2 habitaciones, 3 baños, estudio, cuarto de servicio y depósito, ofrece comodidad y funcionalidad. Disfruta de la iluminación natural, chimenea y cocina integral. Además, cuenta con ascensor, parqueadero para visitantes, gimnasio, sauna, supermercados cercanos y fácil acceso a transporte público. Vive la experiencia de lujo y seguridad en este inmueble único."
,22000000.0,760000.0,,Bogotá,4,3,400.0,"Casa En Arriendo En Santa Ana Centro Comercial Boutique, Bogotá casa de estilo californiano, cuenta 810 mts de Lote,400 metros construidos, casa en un solo nivel, sala, comedor, family room, estudio,jardin,4 habitaciones dos con baños privado, una habitación con altillo, habitación principal con walking closet Jacuzzi, Cuarto y baño de servicio y altillo, deposito, garajes para 2 carros externos y dos internos, hermosos jardines exteriores, Garita para un celador permanente.127-3735 ***"
,3672000.0,628000.0,Zona centro,Bogotá,2,2,90.0,"Apartamento En Arriendo En Sagrado Corazon, Bogotá DISFRUTA DE CONFORT Y CALIDEZ EN CADA RINCON, DOS AMPLIOS DORMITORIOS CON EXCELELENTE ILUMINACION NATURAL, WALKIN CLOSETH EN HABITACION PRINCICPAL, COCINA INTEGRAL AMPLIA Y FUNCIONAL, SALA COMEDOR CON MUY BUENA ILUMINACION Y GRANDES ESPACIOS"
,2000000.0,200000.0,,Bogotá,1,1,25.0,"Apartaestudio En Arriendo En Las Aguas, Bogotá Apto, cómodo, tranquilo y seguro. Torre Ventto Lofts se encuentra en Bogotá, piso 15, cerca de la biblioteca Luis Ángel Arango, el Chorro de Quevedo y la plaza Bolívar, WiFi gratuita, Dos Televisores pantalla Plana de 42 Pulgadas. Todos los alojamientos disponen de terraza con vistas a la ciudad,,agua caliente, cocina bien equipada. Cerca del apto hay varios lugares de interés, como el Museo del Oro, la plaza del Rosario a 20 Min del Aeropuerto. El alojamiento El Apartaestudió y su mobiliario esta totalmente para estrenar,equipado, agua caliente,Wifii,Dos Tv Pantalla plana de 42 Pulgadas, para dos ambientes sala y habitación. Cocina full equipada con Menaje para preparación de alimentos, Vista desde piso 1821. Cuenta con ,Mesa de comedor 4 puestos, barra bar, cocina integral, mueble de madera divisorio, el edificio no cuenta con gas natural, sofa cama, calentador electrico, wifi y television claro, no tiene parqueadero, se dan los espacios cuando llegan al edificio. ( Se cancela tarifa), no lavadora, pero en el edificio tiene zona de lavanderia en cada torre, el edificio cuanta con zonas verdes, BBQ, salones de estudio y salones de conferencia."
,2012100.0,277900.0,,Bogotá,1,1,34.0,"Apartaestudio En Arriendo En La Veracruz, Bogotá Lindo apartamento amoblado en el mejor sector del centro de la ciudad, cerca a universidades, colegios, centros comerciales, supermercados, tiendas de ropa, zona comercial y residencial. Cerca al centro histórico, plaza de Bolívar, cra séptima peatonal, diferentes vías de acceso, transporte publico. Este bonito apartamento cuenta con 34 metros cuadrados, 1 alcoba, división sin puerta, 1 baño, cocina abierta tipo americano, sala/comedor, balcón, ventanal de piso a techo, pisos en porcelana. Seguridad 24 horas, lobby, 4 ascensores. Conoce tu nuevo hogar y agenda tu visita al teléfono ***o al ***."
,1850000.0,250000.0,,Bogotá,1,1,28.0,"Apartaestudio En Arriendo En Las Nieves, Bogotá Arriendo apartaestudio AMOBLADO - Barrio Las Nieves (Piso 14) Moderno con vista exterior al occidente. Totalmente equipado: cama doble, TV de última generación, escritorio, cocina dotada y cerradura electrónica. El edificio cuenta con: Gimnasio, salón de juegos y arte. Coworking y meeting lounge. Lavandería comunal y vigilancia 24/7. Parqueaderos comunales. Ubicación TOP: Cerca a Estación Las Aguas, Av. 19 y Colombo Americano."
,3500000.0,0.0,Zona centro,Bogotá,3,2,35.0,"Apartamento En Arriendo En Zona Centro, Bogotá LA CANDELARIA – APTO 301 ARRIENDO hermoso apartamento en La Candelaria. El apartamento cuenta con escalera de ingreso, sala, comedor, cocina, zona de lavandería, terraza pequeña, 1 baño con agua caliente, y 3 habitaciones. La casa cuenta con 1 lavadora en zona de lavandería común y dos patios pequeños. Todos los servicios públicos están incluidos en el canon de arrendamiento."
,1200000.0,0.0,Zona centro,Bogotá,1,1,35.0,"Apartamento En Arriendo En Samper Mendoza, Bogotá Apartamento ubicado en el piso 3, sala comedor, cocina con estufa a gas propano con cilindro, campana extractora, lavadero pequeño e instalación para lavadora, un baño con ducha eléctrica, una alcoba con clóset, cortinas tipo sheer y blackout, pisos en alfombra. sin garaje, sin depósito, cerca a la carrera 30, hospital universitario mederi y a tres cuadras de la calle 26. 256-144"
,2500000.0,0.0,Zona centro,Bogotá,1,1,30.0,"Apartamento En Arriendo En San Martin, Bogotá Espectacular apartamento de 30 m en arriendo, con diseño moderno y distribución eficiente que aprovecha cada espacio. Cuenta con una habitación, un baño, sala-comedor, balcón y estufa eléctrica, ideal para un estilo de vida práctico y funcional. El edificio ofrece completas zonas comunes como gimnasio, terraza, lavandería comunal, zona infantil y piscina, brindando comodidad y bienestar en un mismo lugar. Agenda tu visita y conócelo. NC ***"
,1550000.0,0.0,Zona centro,Bogotá,1,1,24.0,"Apartamento En Arriendo En Bogotá Apartamento Arriendo 24 mts Cundinamarca BOGOTÁ LAS NIEVES Codigo Coninsa:75823 Apartaestudio Nuevo para Estrenar – Excelente Ubicación Universitaria Estrena tu nuevo espacio Apartaestudio moderno, cómodo y funcional, ideal para estudiantes o profesionales jóvenes. Características del inmueble: 100% nuevo – Para estrenar Espacio tipo loft, con excelente iluminación natural Cocina semi integral con estufa, lavaplatos y espacio para nevera Zona de ropas independiente Baño privado con acabados modernos Pisos en cerámica / madera laminada (según diseño) Conexiones para lavadoraA pocos minutos caminando de: Universidad Central Universidad Jorge Tadeo Lozano (La Tadeo) Universidad de Los Andes Transporte público cercano y acceso rápido a TransMilenio Zona segura, con restaurantes, supermercados y servicios"
,12000000.0,0.0,Zona centro,Bogotá,3,4,185.0,"Apartamento En Arriendo En Bosque Medina, Bogotá Código 18688 Alquilo espectacular apartamento en Bosque Medina. una de las zonas más exclusivas y tranquilas del norte de Bogotá. Con un canon mensual de $12.000.000 (administración incluida). esta propiedad ofrece un estilo de vida sofisticado. rodeado de naturaleza y con todas las comodidades que buscas. El apartamento cuenta con amplios y elegantes espacios sala con chimenea a gas. segunda sala o estudio. comedor con excelente iluminación y una terraza privada de 40 m² ideal para disfrutar al aire libre. Dispone además de baño social. cocina cerrada con comedor auxiliar. zona de ropas independiente. habitación principal con vestier y baño privado. dos habitaciones auxiliares con baño privado. estudio o estar de habitaciones y closet de linos. Incluye tres parqueaderos (uno doble en línea y uno independiente) y un depósito amplio. El edificio ofrece zonas sociales premium como salón social. gimnasio completamente equipado. cancha de squash. parque infantil y parqueaderos para visitantes. Vivir en Bosque Medina es sinónimo de aire puro. senderos rodeados de verde. seguridad total con vigilancia 24-7 y cercanía a centros comerciales. colegios. oficinas y supermercados. ¡Una oportunidad única para vivir con estilo. comodidad y tranquilidad! ¿Te gustaría agendar una visita?"
,1600000.0,0.0,Zona centro,Bogotá,1,1,19.0,"Apartamento En Arriendo En Bogotá Apartamento Arriendo 19 mts Cundinamarca BOGOTÁ LAS NIEVES Codigo Coninsa:95907 Se arrienda espectacular apartamento amoblado en la Agrupación GO, Life & Work, ubicado en el sector de Torre Colpatria – Las Nieves, en la localidad de Santa Fe. El inmueble cuenta con una excelente distribución, pisos laminados y zonas húmedas en cerámica, brindando un ambiente moderno y acogedor. Se encuentra en edificio con ascensor, ideal para mayor comodidad. El conjunto ofrece atractivas zonas sociales como lavandería comunal, terraza, zona BBQ, espacios de coworking y gimnasio, pensados para tu bienestar y estilo de vida. Ubicado en una zona estratégica de la ciudad, con fácil acceso a transporte público, comercio, universidades y centros culturales. Una excelente opción para vivir con comodidad y estilo en el centro de la ciudad"
,1220000.0,180000.0,Zona centro,Bogotá,1,1,24.0,"Apartamento En Arriendo En Germania, Bogotá Acogedor Apartamento Monoambiente – 6to Piso con Vista Exterior Disfrute de un espacio moderno y funcional en este excelente apartamento de un solo ambiente. Cuenta con una gran entrada de luz natural gracias a su ubicación en el sexto piso y vista exterior. Características: Clóset amplio, baño con ducha eléctrica y cocina integral eléctrica totalmente equipada. El Edificio: Seguridad y confort con ascensor, gimnasio dotado y salón comunal para sus eventos."
,1200000.0,0.0,,Bogotá,1,1,35.0,"Apartaestudio En Arriendo En Santa Isabel, Bogotá Descubra la comodidad y la independencia en este encantador apartaestudio, estratégicamente ubicado en el deseado sector de Santa Isabel. Este espacio funcional y acogedor ha sido diseñado para ofrecerle una experiencia de vida práctica,. Ideal para profesionales, estudiantes o cualquier persona que busque un hogar propio en una ubicación privilegiada."
,3660000.0,340000.0,Zona centro,Bogotá,3,2,80.0,"Apartamento En Arriendo En La Capuchina, Bogotá Hermoso apartamento para entrenar de 80 mts, piso 22. Con vista panoramica , ubicado al norte de Bogotá en el nuevo proyecto de la Salle, cerca a la nueva Clínica de alta tecnología, ubicado entre la autopista norte y cerámica 5, Av 9. El apartamento coonsta de 3 habitaciones, cada una con Closet, sala comedor cocina tipo americana, zona de ropas, dos balos, balcón"
,1820000.0,180000.0,Zona centro,Bogotá,1,1,39.0,"Apartamento En Arriendo En La Veracruz, Bogotá [ARR] ID HOUM: 168184 Entérate de todos los beneficios al arrendar con nosotros: • Asistencia e intermediación con el propietario • Firma tu contrato online • Arrienda sin burocracia, sin papeleos ni notarías Departamento en arriendo, ubicado en el barrio Alameda, con una superficie construida de 39.00 m² y superficie total de 39.00 m². Sus principales características son: • Amoblado • 1 dormitorio • 1 baño • No Admite mascotas • 1 parqueadero • Año de construcción: 2011 Además, el inmueble cuenta con las siguientes amenidades: • Salón de eventos • Ascensor • Gimnasio • Zona de asadores Si arriendas con nosotros, te brindamos asesoría personalizada durante todo el proceso. Requisitos para arrendar con nosotros: • Arrienda sin codeudor*, fácil, rápido y seguro • Demuestra un ingreso mensual neto de al menos 2.5 veces el valor del arriendo (los ingresos mensuales se pueden complementar por las personas que vivirán en este inmueble) • Completa tu información básica y mándanos tus extractos bancarios o documentos que demuestren tus ingresos • No debes tener reportes negativos en centrales de crédito IMPORTANTE: • Te invitamos a agendar una visita a esta propiedad • Si tienes alguna duda por favor puedes solicitar más información desde los portales como también contactarte directamente con nosotros Más que una inmobiliaria, somos Houm. *Aplican T&C"
